"","Students.Weeks.4.and.5","Students.Weeks.1.and.2","Adults.Weeks.1.and.2","Type.of.School","BHA.Incidence.Weeks.1.and.2.x1000","CODCENTRE","BHA","SR","Enrolled.Students","Students.Weeks.1.2.and.3","TOTAL.Weeks.1.and.2","Exposed","BHA.Incidence.Weeks.1.and.2","TOTAL.Weeks.4.and.5","Students.Week.4","Students.Week.5","Students.Week.3","Students.Weeks.1.to.4","Confined.Students.Week.2","Confined.Students.Week.3","Confined.Students.Week.5","Educational.Levels","Any.Case.in.Weeks.4.and.5","ABS.Incidence.Weeks.1.and.2.CUT","ABS.harvard","ABS.harvard.ALL","Exposure.to.Any.Weeks.1.and.2","Exposure.to.Students.Weeks.1.and.2","Exposure.to.Adults.Weeks.1.and.2"
"635",3,1,0,"Public Primary 3-12",2.21959858323495,"08035969","191","78",354,1,1,TRUE,221.959858323495,3,2,1,0,3,0,0,12,"EINF2C EPRI",TRUE,"(140,1.2e+03]","(140,350]","(140,350]",TRUE,TRUE,FALSE
"636",2,0,0,"Public Primary 3-12",1.14622564270509,"08035994","209","78",455,1,0,FALSE,114.622564270509,2,2,0,1,3,0,0,0,"EINF2C EPRI",TRUE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"637",2,1,0,"Public Primary 3-12",1.34978066064265,"08036007","210","78",276,4,1,TRUE,134.978066064265,2,2,0,3,6,25,50,0,"EINF2C EPRI",TRUE,"[0,140]","[0,140]","(14,140]",TRUE,TRUE,FALSE
"638",0,0,0,"Public Primary 3-12",0.469687116121107,"08036044","115","78",435,0,0,FALSE,46.9687116121107,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"639",2,0,0,"Public Primary 3-12",0.90049527239982,"08036056","117","78",452,2,0,FALSE,90.049527239982,2,2,0,2,4,0,17,0,"EINF2C EPRI",TRUE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"640",0,0,0,"Public Primary 3-12",3.43589743589744,"08036101","224","78",444,0,0,FALSE,343.589743589744,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"(140,1.2e+03]","(140,350]","(140,350]",FALSE,FALSE,FALSE
"641",1,0,0,"Public Primary 3-12",0.646860416762926,"08036111","398","78",436,0,0,FALSE,64.6860416762926,1,1,0,0,1,0,0,0,"EINF2C EPRI",TRUE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"642",0,2,2,"Public Primary 3-12",2.27543612525734,"08036135","280","78",438,3,4,TRUE,227.543612525734,0,0,0,1,3,19,5,0,"EINF2C EPRI",FALSE,"(140,1.2e+03]","(140,350]","(140,350]",TRUE,TRUE,TRUE
"643",1,1,0,"Public Primary 3-12",2.08515504136679,"08036147","279","78",412,1,1,TRUE,208.515504136679,1,0,1,0,1,0,0,16,"EINF2C EPRI",TRUE,"(140,1.2e+03]","(140,350]","(140,350]",TRUE,TRUE,FALSE
"644",1,0,0,"Public Secondary 12-16+",1.20831319478009,"08036330","378","78",458,1,0,FALSE,120.831319478009,1,0,1,1,1,0,27,20,"ESO BATX CFPM AA03 CFPS",TRUE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"645",0,0,0,"Public Primary 3-12",0.902165196471532,"08036342","281","78",198,3,0,FALSE,90.2165196471532,0,0,0,3,3,0,55,0,"EINF2C EPRI",FALSE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"646",0,0,0,"Public Primary 3-12",1.82762601000385,"08036366","297","78",220,1,0,FALSE,182.762601000385,0,0,0,1,1,0,0,0,"EINF2C EPRI",FALSE,"(140,1.2e+03]","(140,350]","(140,350]",FALSE,FALSE,FALSE
"647",0,0,0,"Public Primary 3-12",2.51655116342096,"08036378","290","78",216,0,0,FALSE,251.655116342096,2,0,0,0,0,0,0,25,"EINF2C EPRI",TRUE,"(140,1.2e+03]","(140,350]","(140,350]",FALSE,FALSE,FALSE
"648",0,0,0,"Public Secondary 12-16+",1.90219912777211,"08036391","095","78",586,0,0,FALSE,190.219912777211,0,0,0,0,0,0,0,0,"ESO BATX",FALSE,"(140,1.2e+03]","(140,350]","(140,350]",FALSE,FALSE,FALSE
"649",0,0,0,"Public Primary 3-12",1.33383352090367,"08036411","104","78",398,0,0,FALSE,133.383352090367,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"650",5,1,0,"Public Secondary 12-16+",1.58858919759346,"08037152","149","78",1363,3,1,TRUE,158.858919759346,5,2,3,2,5,0,0,0,"ESO BATX CFPM AA03 CFPS",TRUE,"(140,1.2e+03]","(140,350]","(140,350]",TRUE,TRUE,FALSE
"651",2,1,0,"Public Secondary 12-16+",2.09355577363428,"08037176","223","78",896,3,1,TRUE,209.355577363428,2,0,2,2,3,0,30,56,"ESO BATX CFPM AA03 CFPS PFI TEGM",TRUE,"(140,1.2e+03]","(140,350]","(140,350]",TRUE,TRUE,FALSE
"652",3,3,0,"Public Secondary 12-16+",1.69879607061083,"08037206","384","78",771,4,3,TRUE,169.879607061083,3,2,1,1,6,4,94,3,"ESO BATX CFPM CFPS",TRUE,"(140,1.2e+03]","(140,350]","(140,350]",TRUE,TRUE,FALSE
"653",1,0,0,"Public Primary 3-12",1.17878192534381,"08037504","207","78",151,0,0,FALSE,117.878192534381,1,1,0,0,1,0,0,0,"EINF2C EPRI",TRUE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"654",0,2,0,"Public Primary 3-12",0.559103080952241,"08037528","176","78",233,2,2,TRUE,55.9103080952241,0,0,0,0,2,0,0,0,"EINF2C EPRI",FALSE,"[0,140]","[0,140]","(14,140]",TRUE,TRUE,FALSE
"655",0,2,0,"Public Primary 3-12",1.60804707814425,"08037553","286","78",457,4,2,TRUE,160.804707814425,0,0,0,2,4,18,39,10,"EINF2C EPRI",FALSE,"(140,1.2e+03]","(140,350]","(140,350]",TRUE,TRUE,FALSE
"656",0,0,0,"Public Primary 3-12",1.26858056865503,"08037814","071","78",232,0,0,FALSE,126.858056865503,1,0,0,0,0,0,0,0,"EINF2C EPRI",TRUE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"657",2,0,0,"Public Primary 3-12",1.79775280898876,"08037841","402","78",229,0,0,FALSE,179.775280898876,2,0,2,0,0,0,0,0,"EINF2C EPRI",TRUE,"(140,1.2e+03]","(140,350]","(140,350]",FALSE,FALSE,FALSE
"658",4,1,0,"Public Primary 3-12",1.96219504218719,"08037863","034","78",397,3,1,TRUE,196.219504218719,4,0,4,2,3,0,0,24,"EINF2C EPRI",TRUE,"(140,1.2e+03]","(140,350]","(140,350]",TRUE,TRUE,FALSE
"659",10,1,0,"Public Primary 3-12",2.22222222222222,"08037875","277","78",465,3,1,TRUE,222.222222222222,10,9,1,2,12,0,0,26,"EINF2C EPRI",TRUE,"(140,1.2e+03]","(140,350]","(140,350]",TRUE,TRUE,FALSE
"660",0,1,0,"Public Primary 3-12",2.29381180548476,"08037887","341","78",288,3,1,TRUE,229.381180548476,0,0,0,2,3,19,30,0,"EINF2C EPRI",FALSE,"(140,1.2e+03]","(140,350]","(140,350]",TRUE,TRUE,FALSE
"661",0,4,0,"Public Primary 3-12",2.27543612525734,"08037899","280","78",231,4,4,TRUE,227.543612525734,0,0,0,0,4,21,21,0,"EINF2C EPRI",FALSE,"(140,1.2e+03]","(140,350]","(140,350]",TRUE,TRUE,FALSE
"662",1,0,0,"Public Primary 3-12",3.09997416688194,"08037917","284","78",234,0,0,FALSE,309.997416688194,1,1,0,0,1,0,0,0,"EINF2C EPRI",TRUE,"(140,1.2e+03]","(140,350]","(140,350]",FALSE,FALSE,FALSE
"663",0,0,0,"Public Primary 3-12",1.0738255033557,"08037929","365","78",476,0,0,FALSE,107.38255033557,0,0,0,0,0,0,0,25,"EINF2C EPRI",FALSE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"664",0,1,0,"Public Primary 3-12",1.0738255033557,"08037930","365","78",388,2,1,TRUE,107.38255033557,0,0,0,1,2,2,7,0,"EINF2C EPRI",FALSE,"[0,140]","[0,140]","(14,140]",TRUE,TRUE,FALSE
"665",0,0,0,"Public Primary 3-12",2.05194348361377,"08037966","111","78",450,0,0,FALSE,205.194348361377,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"(140,1.2e+03]","(140,350]","(140,350]",FALSE,FALSE,FALSE
"666",1,0,0,"Public Primary 3-12",1.36636910184004,"08037978","108","78",473,0,0,FALSE,136.636910184004,1,1,0,0,1,0,0,0,"EINF2C EPRI",TRUE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"667",0,0,0,"Public Primary 3-12",1.77113057168159,"08037981","159","67",46,0,0,FALSE,177.113057168159,0,0,0,0,0,1,0,0,"EINF1C EINF2C EPRI",FALSE,"(140,1.2e+03]","(140,350]","(140,350]",FALSE,FALSE,FALSE
"668",0,0,0,"Public Primary 3-12",1.28290655308667,"08037991","122","78",375,0,0,FALSE,128.290655308667,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"669",2,0,0,"Public Primary 3-12",2.47352890123243,"08038004","289","78",429,0,0,FALSE,247.352890123243,2,2,0,0,2,0,0,30,"EINF2C EPRI",TRUE,"(140,1.2e+03]","(140,350]","(140,350]",FALSE,FALSE,FALSE
"670",0,0,0,"Public Primary 3-12",0.914760914760915,"08038031","361","78",196,0,0,FALSE,91.4760914760915,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"671",0,0,0,"Public Primary 3-12",1.8821233139312,"08038041","348","78",77,0,0,FALSE,188.21233139312,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"(140,1.2e+03]","(140,350]","(140,350]",FALSE,FALSE,FALSE
"672",0,0,0,"Public Primary 3-12",1.8821233139312,"08038065","348","78",431,1,0,FALSE,188.21233139312,0,0,1,1,0,0,0,0,"EINF2C EPRI",FALSE,"(140,1.2e+03]","(140,350]","(140,350]",FALSE,FALSE,FALSE
"673",1,0,0,"Public Primary 3-12",0.787759430389335,"08038077","164","78",412,0,0,FALSE,78.7759430389335,1,0,1,0,0,0,0,0,"EINF2C EPRI",TRUE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"674",0,0,0,"Public Primary 3-12",1.48114389882648,"08038089","237","67",61,0,0,FALSE,148.114389882648,1,0,0,0,0,0,3,3,"EINF2C EPRI",TRUE,"(140,1.2e+03]","(140,350]","(140,350]",FALSE,FALSE,FALSE
"675",1,0,1,"Public Primary 3-12",1.38523341182989,"08038090","182","78",503,2,1,FALSE,138.523341182989,1,1,0,2,3,24,26,0,"EINF2C EPRI",TRUE,"[0,140]","[0,140]","(14,140]",TRUE,FALSE,TRUE
"676",0,0,0,"Public Primary 3-12",1.69879607061083,"08038156","384","78",426,0,0,FALSE,169.879607061083,0,0,0,0,0,4,3,3,"EINF2C EPRI",FALSE,"(140,1.2e+03]","(140,350]","(140,350]",FALSE,FALSE,FALSE
"677",0,0,0,"Public Primary 3-12",0.673206385843431,"08038168","355","78",235,0,0,FALSE,67.3206385843431,0,0,0,0,0,7,1,4,"EINF2C EPRI",FALSE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"678",4,4,0,"Public Primary 3-12",3.39453405683986,"08038171","310","78",480,7,4,TRUE,339.453405683986,4,2,2,3,9,37,56,35,"EINF2C EPRI",TRUE,"(140,1.2e+03]","(140,350]","(140,350]",TRUE,TRUE,FALSE
"679",0,0,0,"Public Primary 3-12",1.62723194652124,"08038181","148","67",382,0,0,FALSE,162.723194652124,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"(140,1.2e+03]","(140,350]","(140,350]",FALSE,FALSE,FALSE
"680",0,0,0,"Public Primary 3-12",11.1516191293159,"08038201","217","67",6,0,0,FALSE,1115.16191293159,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"(140,1.2e+03]","(350,1.2e+03]","(350,1.2e+03]",FALSE,FALSE,FALSE
"681",1,0,0,"Public Primary 3-12",0.85613384225734,"08038211","201","78",447,0,0,FALSE,85.613384225734,1,0,1,0,0,0,0,25,"EINF2C EPRI",TRUE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"682",0,7,0,"Public Primary 3-12",1.904026759295,"08038223","202","78",448,4,7,TRUE,190.4026759295,0,0,0,0,4,6,6,0,"EINF2C EPRI",FALSE,"(140,1.2e+03]","(140,350]","(140,350]",TRUE,TRUE,FALSE
"683",0,0,0,"Public Primary 3-12",1.10803324099723,"08038247","269","67",372,0,0,FALSE,110.803324099723,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"684",0,1,0,"Public Primary 3-12",1.904026759295,"08038259","202","78",463,1,1,TRUE,190.4026759295,0,0,0,0,1,27,27,0,"EINF2C EPRI",FALSE,"(140,1.2e+03]","(140,350]","(140,350]",TRUE,TRUE,FALSE
"685",1,1,0,"Public Primary 3-12",2.26368722310254,"08038260","388","78",462,1,1,TRUE,226.368722310254,1,0,1,0,1,18,0,0,"EINF2C EPRI",TRUE,"(140,1.2e+03]","(140,350]","(140,350]",TRUE,TRUE,FALSE
"686",1,0,0,"Public Primary 3-12",0.870574579222287,"08038272","229","67",414,0,0,FALSE,87.0574579222287,1,1,0,0,1,0,0,0,"EINF2C EPRI",TRUE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"687",0,0,0,"Public Primary 3-12",0.552355401246745,"08038284","375","78",143,1,0,FALSE,55.2355401246745,0,0,0,1,1,0,10,0,"EINF2C EPRI",FALSE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"688",8,3,0,"Public Primary 3-12",4.37166302361415,"08038314","248","78",216,3,3,TRUE,437.166302361415,8,1,7,0,4,39,13,86,"EINF2C EPRI",TRUE,"(140,1.2e+03]","(350,1.2e+03]","(350,1.2e+03]",TRUE,TRUE,FALSE
"689",1,2,0,"Public Primary 3-12",2.284626368396,"08038326","251","78",325,5,2,TRUE,228.4626368396,1,1,0,3,6,32,28,0,"EINF2C EPRI",TRUE,"(140,1.2e+03]","(140,350]","(140,350]",TRUE,TRUE,FALSE
"690",0,0,0,"Public Primary 3-12",1.33383352090367,"08038351","104","78",300,0,0,FALSE,133.383352090367,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"691",0,0,0,"Public Primary 3-12",1.29206554296118,"08038582","190","78",457,0,0,FALSE,129.206554296118,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"692",2,1,0,"Public Secondary 12-16+",2.57650797286078,"08039057","067","78",501,3,1,TRUE,257.650797286078,2,0,2,2,3,23,72,54,"ESO BATX",TRUE,"(140,1.2e+03]","(140,350]","(140,350]",TRUE,TRUE,FALSE
"693",6,2,0,"Public Secondary 12-16+",2.51655116342096,"08039069","290","78",543,3,2,TRUE,251.655116342096,6,1,5,1,4,0,1,35,"ESO BATX",TRUE,"(140,1.2e+03]","(140,350]","(140,350]",TRUE,TRUE,FALSE
"694",0,0,0,"Public Secondary 12-16+",3.31908473723912,"08039203","193","78",1315,0,0,FALSE,331.908473723912,0,0,0,0,0,49,49,111,"ESO BATX CFPM AA03 CFPS IFE PFI TEGM",FALSE,"(140,1.2e+03]","(140,350]","(140,350]",FALSE,FALSE,FALSE
"695",0,0,0,"Public Primary 3-12",0.787759430389335,"08039264","164","78",391,0,0,FALSE,78.7759430389335,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"696",0,0,0,"Public Primary 3-12",0.360100828231905,"08039288","218","78",59,0,0,FALSE,36.0100828231905,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"697",0,0,0,"Public Primary 3-12",1.35460565924142,"08039291","397","78",506,0,0,FALSE,135.460565924142,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"698",0,0,0,"Public Primary 3-12",1.79533213644524,"08039306","200","67",43,0,0,FALSE,179.533213644524,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"(140,1.2e+03]","(140,350]","(140,350]",FALSE,FALSE,FALSE
"699",0,0,0,"Public Primary 3-12",1.67381974248927,"08039318","146","67",465,1,0,FALSE,167.381974248927,0,0,0,1,1,0,19,0,"EINF2C EPRI",FALSE,"(140,1.2e+03]","(140,350]","(140,350]",FALSE,FALSE,FALSE
"700",0,1,0,"Public Primary 3-12",0.333319445023124,"08039343","168","78",462,1,1,TRUE,33.3319445023124,0,0,0,0,1,0,0,0,"EINF2C EPRI",FALSE,"[0,140]","[0,140]","(14,140]",TRUE,TRUE,FALSE
"701",0,0,0,"Public Primary 3-12",2.00648248186449,"08039355","184","78",482,1,0,FALSE,200.648248186449,0,0,0,1,1,0,24,0,"EINF2C EPRI",FALSE,"(140,1.2e+03]","(140,350]","(140,350]",FALSE,FALSE,FALSE
"702",1,0,0,"Public Primary 3-12",0.85613384225734,"08039367","201","78",458,0,0,FALSE,85.613384225734,1,1,0,0,1,0,0,0,"EINF2C EPRI",TRUE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"703",0,0,0,"Public Primary 3-12",1.904026759295,"08039379","202","78",422,0,0,FALSE,190.4026759295,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"(140,1.2e+03]","(140,350]","(140,350]",FALSE,FALSE,FALSE
"704",4,1,1,"Public Primary 3-12",2.5521054870268,"08039380","401","78",447,6,2,TRUE,255.21054870268,4,3,1,5,9,67,17,19,"EINF2C EPRI",TRUE,"(140,1.2e+03]","(140,350]","(140,350]",TRUE,TRUE,TRUE
"705",0,1,0,"Public Primary 3-12",2.57650797286078,"08039434","067","78",481,1,1,TRUE,257.650797286078,0,0,0,0,1,0,0,0,"EINF2C EPRI",FALSE,"(140,1.2e+03]","(140,350]","(140,350]",TRUE,TRUE,FALSE
"706",0,2,1,"Public Primary 3-12",3.48432055749129,"08039471","327","78",444,4,3,TRUE,348.432055749129,1,0,0,2,4,14,35,17,"EINF2C EPRI",TRUE,"(140,1.2e+03]","(140,350]","(140,350]",TRUE,TRUE,TRUE
"707",0,2,0,"Public Primary 3-12",1.59275297396844,"08039483","078","78",219,2,2,TRUE,159.275297396844,1,0,0,0,2,0,0,0,"EINF2C EPRI",TRUE,"(140,1.2e+03]","(140,350]","(140,350]",TRUE,TRUE,FALSE
"708",1,3,0,"Public Primary 3-12",1.50156781345228,"08039495","331","78",446,3,3,TRUE,150.156781345228,1,0,1,0,3,0,0,0,"EINF2C EPRI",TRUE,"(140,1.2e+03]","(140,350]","(140,350]",TRUE,TRUE,FALSE
"709",0,0,0,"Public Primary 3-12",1.16794004574432,"08039513","056","78",437,0,0,FALSE,116.794004574432,1,0,0,0,0,0,0,0,"EINF2C EPRI",TRUE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"710",0,0,0,"Public Primary 3-12",2.07046141711581,"08039525","047","78",228,1,0,FALSE,207.046141711581,0,0,0,1,1,0,0,0,"EINF2C EPRI",FALSE,"(140,1.2e+03]","(140,350]","(140,350]",FALSE,FALSE,FALSE
"711",4,0,0,"Public Primary 3-12",1.62656518536705,"08039537","326","78",424,3,0,FALSE,162.656518536705,4,3,1,3,6,3,71,25,"EINF2C EPRI",TRUE,"(140,1.2e+03]","(140,350]","(140,350]",FALSE,FALSE,FALSE
"712",4,1,0,"Public Primary 3-12",2.11130816653999,"08039562","293","78",253,1,1,TRUE,211.130816653999,4,2,2,0,3,0,2,33,"EINF2C EPRI",TRUE,"(140,1.2e+03]","(140,350]","(140,350]",TRUE,TRUE,FALSE
"713",0,0,0,"Public Primary 3-12",2.47352890123243,"08039574","289","78",231,0,0,FALSE,247.352890123243,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"(140,1.2e+03]","(140,350]","(140,350]",FALSE,FALSE,FALSE
"714",0,0,0,"Public Primary 3-12",0.527565286204168,"08039586","380","78",418,0,0,FALSE,52.7565286204168,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"715",2,0,0,"Public Primary 3-12",2.64729075137997,"08039598","010","78",81,0,0,FALSE,264.729075137997,2,0,2,0,0,0,0,0,"EINF2C EPRI",TRUE,"(140,1.2e+03]","(140,350]","(140,350]",FALSE,FALSE,FALSE
"716",0,0,0,"Public Primary 3-12",0.914760914760915,"08039604","361","78",225,0,0,FALSE,91.4760914760915,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"717",0,0,0,"Public Primary 3-12",3.64240526551217,"08039616","157","78",460,0,0,FALSE,364.240526551217,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"(140,1.2e+03]","(350,1.2e+03]","(350,1.2e+03]",FALSE,FALSE,FALSE
"718",9,3,0,"Public Primary 3-12",7.11624797019773,"08039628","144","67",498,7,3,TRUE,711.624797019773,12,7,2,4,14,40,45,48,"EINF2C EPRI",TRUE,"(140,1.2e+03]","(350,1.2e+03]","(350,1.2e+03]",TRUE,TRUE,FALSE
"719",0,0,0,"Public Primary 3-12",4.4806517311609,"08039631","377","67",18,0,0,FALSE,448.06517311609,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"(140,1.2e+03]","(350,1.2e+03]","(350,1.2e+03]",FALSE,FALSE,FALSE
"720",0,3,0,"Public Primary 3-12",1.2746198901399,"08039641","320","78",429,3,3,TRUE,127.46198901399,0,0,0,0,3,31,0,0,"EINF2C EPRI",FALSE,"[0,140]","[0,140]","(14,140]",TRUE,TRUE,FALSE
"721",0,3,0,"Public Primary 3-12",3.16137376059779,"08039653","247","78",472,5,3,TRUE,316.137376059779,0,0,0,2,5,49,42,0,"EINF2C EPRI",FALSE,"(140,1.2e+03]","(140,350]","(140,350]",TRUE,TRUE,FALSE
"722",3,0,0,"Public Primary 3-12",3.16137376059779,"08039665","247","78",235,1,0,FALSE,316.137376059779,3,2,1,1,3,0,26,26,"EINF2C EPRI",TRUE,"(140,1.2e+03]","(140,350]","(140,350]",FALSE,FALSE,FALSE
"723",1,1,0,"Public Primary 3-12",3.09997416688194,"08039677","284","78",433,1,1,TRUE,309.997416688194,2,1,0,0,2,0,0,16,"EINF2C EPRI",TRUE,"(140,1.2e+03]","(140,350]","(140,350]",TRUE,TRUE,FALSE
"724",0,1,0,"Public Primary 3-12",1.90219912777211,"08039690","095","78",425,3,1,TRUE,190.219912777211,0,0,0,2,3,0,17,0,"EINF2C EPRI",FALSE,"(140,1.2e+03]","(140,350]","(140,350]",TRUE,TRUE,FALSE
"725",0,0,0,"Public Primary 3-12",1.06164383561644,"08039707","121","78",215,0,0,FALSE,106.164383561644,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"726",0,1,0,"Public Primary 3-12",2.95346491859963,"08039719","300","78",353,1,1,TRUE,295.346491859963,0,0,0,0,1,0,21,21,"EINF2C EPRI",FALSE,"(140,1.2e+03]","(140,350]","(140,350]",TRUE,TRUE,FALSE
"727",0,0,0,"Public Primary 3-12",1.17878192534381,"08039744","207","78",52,0,0,FALSE,117.878192534381,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"728",0,1,0,"Public Primary 3-12",1.03551827689759,"08039835","052","78",463,1,1,TRUE,103.551827689759,1,0,0,0,1,1,0,21,"EINF2C EPRI",TRUE,"[0,140]","[0,140]","(14,140]",TRUE,TRUE,FALSE
"729",0,0,0,"Public Primary 3-12",1.33383352090367,"08039896","104","78",458,0,0,FALSE,133.383352090367,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"730",0,4,0,"Public Primary 3-12",3.36263630686458,"08040059","368","78",455,4,4,TRUE,336.263630686458,0,0,0,0,4,26,78,0,"EINF2C EPRI",FALSE,"(140,1.2e+03]","(140,350]","(140,350]",TRUE,TRUE,FALSE
"731",1,2,0,"Public Primary 3-12",1.18609892064998,"08040060","271","78",475,3,2,TRUE,118.609892064998,1,1,0,1,4,2,16,2,"EINF2C EPRI",TRUE,"[0,140]","[0,140]","(14,140]",TRUE,TRUE,FALSE
"732",1,0,0,"Public Secondary 12-16+",2.07046141711581,"08040138","047","78",345,1,0,FALSE,207.046141711581,1,0,1,1,1,5,6,3,"ESO BATX",TRUE,"(140,1.2e+03]","(140,350]","(140,350]",FALSE,FALSE,FALSE
"733",5,0,0,"Public Secondary 12-16+",1.26858056865503,"08040141","071","78",683,1,0,FALSE,126.858056865503,6,3,2,1,4,0,28,10,"ESO BATX",TRUE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"734",0,0,0,"Public Primary 3-12",1.5593895155939,"08040333","183","78",230,1,0,FALSE,155.93895155939,0,0,0,1,1,0,2,2,"EINF2C EPRI",FALSE,"(140,1.2e+03]","(140,350]","(140,350]",FALSE,FALSE,FALSE
"735",0,0,0,"Public Primary 3-12",2.08515504136679,"08040345","279","78",229,0,0,FALSE,208.515504136679,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"(140,1.2e+03]","(140,350]","(140,350]",FALSE,FALSE,FALSE
"736",0,2,0,"Public Primary 3-12",3.36263630686458,"08040382","368","78",448,2,2,TRUE,336.263630686458,0,0,0,0,2,0,31,0,"EINF2C EPRI",FALSE,"(140,1.2e+03]","(140,350]","(140,350]",TRUE,TRUE,FALSE
"737",0,0,0,"Public Primary 3-12",2.21959858323495,"08040400","191","78",485,1,0,FALSE,221.959858323495,0,0,0,1,1,0,17,0,"EINF2C EPRI",FALSE,"(140,1.2e+03]","(140,350]","(140,350]",FALSE,FALSE,FALSE
"738",0,0,0,"Public Primary 3-12",0.990793873591215,"08040412","316","78",211,0,0,FALSE,99.0793873591215,0,0,0,0,0,0,0,0,"EINF2C EPRI",FALSE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"739",1,0,0,"Public Secondary 12-16+",1.74986632965537,"08040527","274","78",607,0,0,FALSE,174.986632965537,1,0,1,0,0,2,3,22,"ESO BATX",TRUE,"(140,1.2e+03]","(140,350]","(140,350]",FALSE,FALSE,FALSE
"740",5,0,0,"Public Secondary 12-16+",0.982835480360841,"08040539","366","78",568,0,0,FALSE,98.2835480360841,5,3,2,0,3,7,10,105,"ESO BATX",TRUE,"[0,140]","[0,140]","(14,140]",FALSE,FALSE,FALSE
"741",2,1,0,"Public Secondary 12-16+",0.469687116121107,"08040540","115","78",702,2,1,TRUE,46.9687116121107,2,1,1,1,3,1,1,0,"ESO BATX PFI",TRUE,"[0,140]","[0,140]","(14,140]",TRUE,TRUE,FALSE
"742",20,13,0,"Public Secondary 12-16+",7.11624797019773,"08040552","144","67",747,29,13,TRUE,711.624797019773,20,11,9,16,40,159,190,107,"ESO BATX CFPM CFPS IFE",TRUE,"(140,1.2e+03]","(350,1.2e+03]","(350,1.2e+03]",TRUE,TRUE,FALSE
